-1	
-3	
0	
11	
6	
-7	
-3	
4	
8	
7	
0	
11	
15	
4	
0	
-4	
4	
8	
0	
-3	
8	
9	
7	
5	
4	
16	
8	
0	
8	
18	
19	
12	
15	
24	
26	
17	
15	
26	
21	
5	
0	
8	
14	
-2	
-10	
-6	
-1	
0	
-13	
-13	
-4	
-4	
-11	
-13	
-5	
2	
-7	
-16	
-5	
0	
2	
-5	
-15	
-6	
1	
-15	
-17	
4	
2	
-8	
-3	
-2	
-6	
-9	
-20	
-14	
-7	
-11	
-15	
-17	
-4	
-6	
-10	
-4	
-4	
-1	
-6	
-20	
-15	
-7	
-13	
-7	
-4	
-4	
-9	
-14	
-3	
6	
-2	
-4	
-1	
-1	
2	
1	
0	
3	
12	
4	
-1	
9	
9	
10	
-1	
1	
10	
-6	
-7	
2	
5	
3	
2	
1	
5	
4	
-5	
3	
7	
0	
-4	
-4	
3	
4	
8	
7	
5	
20	
18	
12	
25	
25	
19	
20	
16	
17	
14	
8	
16	
16	
16	
20	
8	
12	
22	
3	
-4	
7	
1	
-6	
0	
1	
5	
4	
-19	
-2	
17	
1	
1	
2	
0	
3	
-5	
-15	
-2	
-2	
-15	
-2	
-11	
-13	
-5	
-22	
-14	
-6	
-16	
-9	
-8	
-10	
-4	
-16	
-25	
-4	
-14	
-25	
-19	
-35	
-12	
-5	
-30	
-6	
7	
-6	
1	
7	
8	
14	
1	
-5	
10	
-10	
-8	
10	
-7	
7	
20	
5	
18	
10	
-7	
-1	
-13	
-13	
2	
-8	
0	
15	
4	
10	
4	
-5	
17	
0	
-12	
0	
-4	
3	
-1	
-10	
16	
26	
3	
16	
21	
6	
14	
-1	
0	
12	
-5	
3	
13	
4	
29	
28	
0	
21	
17	
-13	
-3	
-6	
-12	
-9	
-32	
-15	
-6	
-29	
0	
-1	
-15	
21	
4	
-3	
20	
0	
-2	
-1	
-20	
-5	
-20	
-40	
-12	
-29	
-41	
-18	
-40	
-35	
-14	
-28	
-12	
-4	
-3	
26	
22	
21	
40	
26	
14	
12	
-23	
-25	
-22	
-55	
-38	
-35	
-44	
-7	
-2	
8	
41	
44	
63	
72	
44	
61	
55	
27	
45	
23	
-1	
11	
-21	
-28	
-4	
-29	
-18	
8	
6	
36	
46	
52	
69	
47	
45	
50	
12	
4	
13	
-13	
-15	
-3	
-9	
-2	
-5	
-8	
4	
-28	
-33	
-3	
-24	
-14	
13	
10	
23	
25	
18	
23	
-3	
-26	
-29	
-64	
-69	
-68	
-91	
-64	
-53	
-51	
-18	
-18	
-16	
0	
-16	
-15	
-18	
-37	
-25	
-26	
-37	
-16	
-24	
-39	
-20	
-31	
-43	
-43	
-64	
-45	
-36	
-43	
4	
27	
33	
62	
60	
58	
54	
16	
5	
-11	
-40	
-24	
-19	
-23	
20	
30	
40	
70	
60	
66	
79	
64	
79	
79	
64	
95	
84	
74	
95	
55	
25	
18	
-21	
-33	
-32	
-46	
-12	
7	
15	
73	
84	
86	
111	
80	
60	
34	
-21	
-23	
-52	
-85	
-52	
-57	
-61	
-34	
-36	
-26	
-19	
-39	
-27	
-29	
-49	
-15	
-16	
-17	
35	
19	
-2	
-3	
-50	
-72	
-115	
-172	
-175	
-198	
-204	
-147	
-113	
-78	
-10	
30	
72	
93	
74	
94	
59	
-10	
-9	
-50	
-113	
-121	
-142	
-145	
-129	
-124	
-68	
-23	
-6	
81	
127	
132	
174	
166	
128	
105	
47	
19	
-5	
-65	
-45	
-32	
-50	
10	
39	
38	
76	
77	
91	
120	
96	
122	
152	
124	
143	
148	
115	
91	
33	
2	
-9	
-64	
-46	
10	
8	
60	
130	
140	
149	
140	
103	
58	
-15	
-48	
-47	
-74	
-50	
10	
35	
63	
83	
84	
80	
32	
-11	
-30	
-89	
-129	
-113	
-107	
-98	
-81	
-45	
-7	
-18	
-8	
28	
-7	
-43	
-28	
-44	
-83	
-103	
-108	
-111	
-134	
-133	
-101	
-121	
-141	
-98	
-78	
-88	
-65	
-28	
-19	
-14	
-5	
15	
-4	
-57	
-65	
-95	
-154	
-160	
-154	
-166	
-148	
-106	
-47	
15	
49	
102	
136	
116	
112	
99	
43	
-9	
-37	
-69	
-79	
-75	
-45	
-5	
3	
44	
91	
83	
85	
101	
92	
86	
105	
135	
163	
173	
185	
197	
163	
121	
107	
60	
7	
0	
14	
63	
104	
179	
296	
330	
348	
396	
337	
217	
125	
33	
-67	
-163	
-172	
-96	
-64	
3	
181	
280	
296	
340	
355	
300	
196	
112	
65	
-55	
-167	
-134	
-106	
-126	
-57	
5	
-20	
-37	
-46	
-42	
-56	
-102	
-81	
-80	
-134	
-115	
-83	
-84	
-95	
-120	
-91	
-112	
-229	
-240	
-233	
-341	
-407	
-405	
-452	
-517	
-534	
-500	
-449	
-430	
-383	
-308	
-294	
-276	
-250	
-259	
-262	
-297	
-336	
-308	
-306	
-268	
-180	
-170	
-140	
-86	
-106	
-127	
-151	
-202	
-225	
-253	
-253	
-175	
-108	
-23	
91	
153	
214	
259	
234	
197	
146	
91	
43	
2	
29	
85	
134	
242	
394	
510	
641	
780	
846	
900	
934	
920	
926	
935	
931	
942	
957	
957	
890	
768	
676	
516	
291	
172	
109	
44	
78	
235	
447	
641	
835	
1054	
1127	
1050	
977	
784	
462	
251	
92	
-104	
-185	
-150	
-127	
-105	
12	
168	
204	
180	
246	
278	
256	
349	
454	
330	
-71	
-620	
-1192	
-1892	
-2667	
-3178	
-3453	
-3669	
-3524	
-2796	
-1836	
-940	
-39	
833	
1332	
1405	
1349	
1062	
382	
-370	
-932	
-1334	
-1623	
-1672	
-1516	
-1427	
-1362	
-1147	
-979	
-1011	
-1040	
-978	
-959	
-861	
-480	
2	
362	
670	
959	
1050	
852	
456	
-99	
-710	
-1269	
-1756	
-1905	
-1621	
-1233	
-769	
2	
880	
1431	
1723	
1931	
1855	
1423	
944	
556	
130	
-211	
-312	
-264	
-77	
257	
621	
918	
1092	
1147	
1165	
1171	
1137	
1110	
1190	
1340	
1474	
1716	
2085	
2320	
2330	
2249	
2090	
1753	
1286	
887	
622	
403	
343	
660	
1229	
1748	
2184	
2623	
2935	
2901	
2497	
1892	
1220	
589	
225	
229	
582	
1350	
2508	
3660	
4354	
4621	
4084	
1455	
-3042	
-7121	
-10218	
-13588	
-16155	
-15701	
-13083	
-10018	
-5542	
928	
6968	
10545	
12118	
12266	
10769	
7741	
3654	
-739	
-4405	
-6860	
-8257	
-8444	
-7127	
-5024	
-3533	
-2966	
-2376	
-1588	
-1587	
-2407	
-2819	
-2187	
-960	
649	
2867	
5360	
7337	
8149	
7653	
6338	
4352	
1223	
-2711	
-6146	
-8363	
-9460	
-9365	
-7850	
-5198	
-2074	
1019	
3801	
6011	
7302	
7397	
6356	
4618	
2700	
881	
-807	
-2241	
-3042	
-3183	
-3161	
-3059	
-2657	
-2235	
-2025	
-1812	
-1473	
-872	
19	
894	
1765	
2882	
3940	
4343	
4111	
3567	
2469	
723	
-1040	
-2405	
-3477	
-4151	
-4061	
-3135	
-1658	
71	
1850	
3415	
4411	
4745	
4576	
3940	
2848	
1534	
351	
-490	
-977	
-1057	
-666	
-44	
614	
1417	
2224	
2735	
3010	
3157	
3088	
2876	
2749	
2674	
2466	
2133	
1796	
1540	
1278	
955	
792	
841	
759	
452	
487	
996	
1342	
1623	
2272	
2435	
1846	
2054	
2898	
2461	
1154	
-395	
-4190	
-9657	
-12794	
-13481	
-14371	
-14253	
-11343	
-7582	
-3887	
1467	
7605	
11399	
12059	
10793	
8421	
5330	
1867	
-1722	
-5110	
-7720	
-8925	
-8532	
-6986	
-4911	
-3150	
-2528	
-2500	
-1958	
-1306	
-1344	
-1565	
-1315	
-531	
971	
3083	
5105	
6426	
6710	
5888	
4379	
2665	
493	
-2439	
-5425	
-7351	
-7806	
-7228	
-6016	
-4141	
-2171	
-1078	
-317	
1274	
2598	
2363	
1965	
2244	
1952	
1415	
2085	
2846	
2128	
1142	
856	
142	
-1009	
-1527	
-1940	
-2779	
-3013	
-2063	
-581	
869	
2191	
3363	
4149	
4339	
4298	
4125	
3111	
1334	
21	
-484	
-870	
-928	
-174	
669	
1133	
1981	
3334	
4213	
4355	
4212	
3803	
3117	
2504	
2132	
1774	
1324	
1150	
1444	
1746	
1813	
2124	
2667	
2658	
2278	
2476	
2697	
1939	
1189	
1256	
1128	
750	
1218	
2122	
2411	
2543	
3393	
4437	
4743	
4671	
3779	
-711	
-8530	
-14448	
-16968	
-19772	
-21706	
-18725	
-13768	
-10300	
-4238	
5917	
13656	
15666	
15153	
13622	
10048	
5173	
353	
-4178	
-8187	
-11041	
-11898	
-10175	
-6751	
-3836	
-2776	
-2649	
-2058	
-1395	
-1682	
-2488	
-2762	
-2331	
-1203	
1069	
4274	
7111	
8451	
8194	
7069	
5666	
3449	
-223	
-4437	
-7606	
-9300	
-9641	
-8171	
-5393	
-2973	
-1094	
1065	
2735	
3263	
3588	
3244	
1394	
55	
470	
792	
632	
1466	
2481	
2109	
1401	
1442	
918	
-855	
-2386	
-2788	
-2688	
-2217	
-859	
1024	
2434	
3355	
4406	
5188	
4889	
3701	
2219	
595	
-969	
-1816	
-1653	
-1166	
-713	
312	
1840	
3113	
4152	
4997	
5018	
4253	
3459	
2796	
2004	
1246	
856	
752	
729	
1029	
1817	
2549	
2758	
2739	
2849	
2896	
2650	
2261	
1804	
1267	
948	
1105	
1543	
1898	
2019	
2201	
2781	
3527	
4128	
4640	
5064	
5178	
4834	
3947	
1170	
-5568	
-14063	
-19124	
-21266	
-23549	
-22946	
-17563	
-12251	
-7651	
1138	
11897	
17405	
17422	
15924	
13093	
8034	
2376	
-2535	
-7030	
-11129	
-13528	
-12863	
-9673	
-6044	
-3624	
-2775	
-2576	
-1926	
-1402	
-2021	
-2744	
-2500	
-1755	
-237	
2773	
6295	
8526	
8891	
8133	
6996	
5164	
1897	
-2482	
-6598	
-9343	
-10460	
-9881	
-7649	
-4804	
-2502	
-335	
2281	
4233	
4628	
4182	
3112	
1265	
114	
506	
850	
538	
853	
1585	
1516	
1248	
1447	
879	
-812	
-1864	
-1593	
-1052	
-408	
835	
2167	
3018	
3772	
4601	
4721	
3630	
1946	
440	
-741	
-1553	
-1647	
-1046	
-371	
351	
1769	
3612	
4842	
5272	
5266	
4786	
3843	
2808	
1933	
1110	
285	
-93	
191	
697	
1376	
2303	
2904	
3192	
3629	
3706	
3201	
2911	
2657	
1757	
1078	
1285	
1303	
845	
1053	
1781	
2147	
2765	
3863	
4256	
3962	
4103	
4528	
4462	
3586	
388	
-6754	
-14878	
-19286	
-21015	
-22690	
-21861	
-17263	
-12413	
-7253	
1830	
12261	
17503	
17092	
15105	
12551	
8197	
2780	
-2355	
-7202	
-11471	
-13732	
-12890	
-9551	
-5956	
-4099	
-3681	
-2983	
-1669	
-1118	
-1723	
-2264	
-2203	
-1596	
253	
3445	
6508	
8093	
8207	
7610	
6693	
4995	
1805	
-2675	
-6998	
-9700	
-10492	
-9571	
-7316	
-5076	
-3407	
-1043	
1944	
3905	
4670	
4652	
3358	
1464	
858	
1483	
1542	
756	
380	
550	
597	
685	
821	
240	
-1070	
-1867	
-1355	
-158	
953	
1928	
2662	
3088	
3658	
4404	
4407	
3140	
1392	
-19	
-1050	
-1519	
-1140	
-519	
-270	
332	
1916	
3686	
4820	
5297	
5221	
4687	
3944	
3259	
2661	
1804	
715	
54	
96	
615	
1410	
2217	
2882	
3468	
3871	
4016	
4087	
3969	
3191	
1915	
1013	
796	
624	
278	
557	
1604	
2542	
3279	
4309	
5055	
5028	
5124	
5544	
5218	
2928	
-3169	
-12377	
-19064	
-21236	
-23157	
-24201	
-20486	
-15187	
-10942	
-3119	
8568	
16848	
18503	
16774	
14239	
10658	
5589	
-127	
-5397	
-10057	
-13629	
-14467	
-11888	
-7767	
-4844	
-3938	
-3473	
-2093	
-891	
-1291	
-2230	
-2376	
-2085	
-976	
1851	
5279	
7663	
8515	
8077	
7347	
6548	
4119	
-462	
-5294	
-8685	
-10531	
-10614	
-8487	
-5775	
-4381	
-2687	
810	
3684	
4556	
4888	
4235	
1823	
165	
716	
1188	
291	
-338	
42	
446	
946	
1824	
1905	
718	
-449	
-470	
294	
891	
1294	
1692	
1717	
1830	
2818	
3672	
2982	
1435	
391	
-184	
-528	
-184	
512	
519	
373	
1525	
3470	
4735	
5258	
5365	
4882	
4081	
3575	
3230	
2406	
1186	
315	
160	
574	
1361	
2236	
2749	
2988	
3566	
4253	
4311	
4003	
3535	
2447	
1505	
1581	
1657	
1301	
1470	
1951	
2352	
3279	
4356	
4924	
5414	
5785	
5911	
5296	
547	
-9260	
-17661	
-21254	
-24579	
-27225	
-24055	
-18259	
-14503	
-7832	
4893	
16201	
20109	
19362	
17446	
13947	
8263	
1789	
-4066	
-9310	
-14020	
-16536	
-14842	
-10037	
-5939	
-4445	
-3739	
-2040	
-584	
-880	
-1818	
-2192	
-2451	
-2156	
49	
3720	
6956	
8527	
8557	
8053	
7498	
5673	
1423	
-4011	
-8368	
-10959	
-11881	
-10594	
-7340	
-3827	
-1515	
328	
3593	
6796	
6463	
4026	
2656	
798	
-2192	
-2806	
-934	
-363	
-1137	
-196	
2096	
3207	
3351	
3470	
2648	
951	
48	
268	
512	
307	
234	
754	
1497	
2269	
3086	
2997	
1589	
294	
90	
287	
295	
498	
1061	
1585	
2478	
4300	
5861	
5986	
5357	
4581	
3520	
2484	
1754	
1074	
241	
-345	
-80	
978	
2341	
3488	
4064	
4436	
4875	
4759	
4174	
3740	
2879	
1419	
596	
850	
1376	
1687	
2091	
2892	
3778	
4247	
4515	
5156	
5640	
5374	
5152	
3274	
-4236	
-14171	
-19325	
-21949	
-25949	
-25989	
-20775	
-16892	
-12789	
-2242	
10595	
17746	
19043	
17978	
15506	
11289	
5689	
-302	
-5999	
-11413	
-15554	
-16161	
-12769	
-8190	
-5524	
-4614	
-3249	
-1228	
-355	
-837	
-1453	
-2000	
-2231	
-1032	
1721	
4868	
7136	
7847	
7690	
7683	
6992	
4007	
-872	
-5596	
-8974	
-10966	
-11092	
-9003	
-6077	
-3539	
-292	
3725	
6056	
6567	
6669	
4778	
914	
-1296	
-2147	
-4105	
-4959	
-3090	
-1378	
-547	
1591	
4103	
4626	
4140	
4146	
3651	
2204	
979	
252	
-392	
-654	
-179	
653	
1092	
1117	
1255	
1264	
835	
626	
1032	
1371	
1342	
1735	
2917	
3987	
4489	
5113	
5580	
4896	
3550	
2487	
1597	
555	
-266	
-292	
192	
646	
1530	
3003	
4296	
5231	
5807	
5728	
5199	
4357	
3127	
1966	
1293	
943	
507	
19	
300	
1419	
2332	
3125	
4391	
5144	
4828	
4975	
6208	
6935	
5772	
788	
-8873	
-17568	
-21168	
-24439	
-27736	
-25060	
-19669	
-16626	
-9506	
4421	
15696	
19179	
19012	
18006	
15119	
9785	
3399	
-2675	
-8723	
-14316	
-16802	
-14779	
-10426	
-7055	
-5753	
-4742	
-2545	
-610	
-592	
-1517	
-2186	
-2652	
-2081	
465	
3993	
6907	
8300	
8441	
8582	
8595	
6682	
2206	
-3393	
-8031	
-10786	
-11999	
-11281	
-8531	
-5586	
-2719	
1627	
5810	
7399	
7523	
6532	
3259	
-166	
-1802	
-3557	
-5615	
-5449	
-3431	
-1636	
423	
3343	
5312	
5429	
5032	
4688	
3624	
1795	
41	
-1154	
-1738	
-1527	
-580	
381	
892	
1271	
1630	
1639	
1431	
1480	
1484	
989	
834	
1821	
3109	
3839	
4448	
5141	
5229	
4601	
3804	
2949	
1786	
358	
-544	
-296	
275	
632	
1731	
3492	
4622	
5223	
5993	
6319	
5638	
4586	
3563	
2196	
746	
109	
81	
-73	
398	
1828	
2891	
3631	
4947	
5885	
5814	
5932	
6793	
7131	
3800	
-5193	
-15094	
-20184	
-23479	
-27550	
-26913	
-21655	
-18267	
-13626	
-1525	
12069	
18683	
19475	
18625	
16536	
12230	
6211	
-13	
-6071	
-12133	
-16336	
-16273	
-12410	
-8114	
-6224	
-5649	
-3774	
-1367	
-712	
-1399	
-2058	
-2631	
-2608	
-695	
2902	
6258	
7962	
8356	
8541	
8780	
7832	
4345	
-1151	
-6437	
-9826	
-11387	
-11327	
-9364	
-6591	
-4032	
-324	
4381	
7188	
7832	
7367	
4688	
995	
-1020	
-2754	
-5307	
-6125	
-4730	
-2993	
-545	
2987	
5356	
5674	
5586	
5312	
3994	
2213	
527	
-1288	
-2621	
-2459	
-1078	
307	
1089	
1631	
2096	
2085	
1816	
1820	
1656	
810	
126	
743	
2178	
3308	
4333	
5424	
5696	
5226	
4731	
3803	
2248	
557	
-934	
-1435	
-783	
36	
1132	
3007	
4675	
5624	
6495	
7056	
6546	
5057	
3439	
2085	
633	
-398	
-255	
-107	
-277	
1045	
3253	
4361	
5239	
6341	
6139	
5414	
5921	
6560	
4522	
-2643	
-12976	
-19752	
-22193	
-25375	
-26907	
-22789	
-18232	
-14970	
-5961	
8058	
17360	
18906	
17635	
16337	
13350	
7860	
1848	
-3766	
-9764	
-14783	
-16017	
-13168	
-8955	
-6568	
-6239	
-5194	
-2555	
-828	
-1304	
-2396	
-2892	
-2744	
-1364	
1737	
5392	
7597	
7857	
7828	
8593	
8566	
5750	
516	
-4946	
-8800	
-10774	
-11187	
-9830	
-7422	
-5248	
-2219	
2511	
6186	
7140	
6872	
5174	
1647	
-996	
-2164	
-4223	
-6042	
-4942	
-2309	
5	
2908	
5920	
6854	
6171	
5657	
4795	
2688	
178	
-1925	
-3377	
-3512	
-2157	
-334	
1059	
1960	
2619	
3051	
3043	
2812	
2520	
1624	
483	
521	
1807	
3079	
3847	
4617	
5340	
5321	
4665	
3928	
2879	
1228	
-296	
-643	
24	
529	
1016	
2536	
4246	
5003	
5759	
6809	
6419	
4448	
3069	
2780	
1778	
117	
-220	
320	
402	
1442	
4012	
5871	
6407	
7025	
7585	
7461	
7371	
5213	
-3375	
-14897	
-21357	
-24831	
-29420	
-29400	
-23682	
-19448	
-14748	
-3046	
11027	
19160	
21043	
20118	
17578	
13206	
7360	
835	
-5749	
-11739	
-16024	
-16759	
-13269	
-8619	
-6413	
-5877	
-4350	
-2181	
-1384	
-1999	
-2817	
-3391	
-3225	
-1180	
2537	
6079	
8275	
9161	
9385	
9533	
8712	
5239	
-650	
-6432	
-10197	
-12087	
-12313	
-10680	
-8155	
-5431	
-1441	
3820	
8002	
9530	
8807	
6464	
3316	
624	
-1618	
-4368	
-6831	
-7267	
-5780	
-3170	
370	
3545	
4897	
5314	
6109	
6391	
5101	
2957	
745	
-1224	
-1987	
-1226	
-223	
85	
75	
227	
554	
963	
1309	
1220	
505	
47	
964	
2769	
4282	
5310	
5976	
6174	
5986	
5492	
4488	
2666	
320	
-1397	
-1809	
-1407	
-692	
339	
1714	
3401	
5205	
6724	
7522	
7275	
6187	
4893	
3663	
2552	
1679	
692	
-280	
-214	
976	
2562	
4057	
4885	
5418	
6392	
6976	
7301	
6932	
562	
-11678	
-19652	
-21983	
-26275	
-28878	
-24335	
-19605	
-16412	
-6624	
8125	
17893	
20218	
19222	
17240	
13816	
8548	
2250	
-4329	
-10638	
-15263	
-16558	
-13714	
-8784	
-6025	
-5854	
-4784	
-2356	
-1172	
-1846	
-3021	
-3782	
-3689	
-2080	
1265	
5080	
7622	
8589	
9074	
9751	
9489	
6396	
596	
-5348	
-9326	
-11306	
-11823	
-10831	
-8764	
-6387	
-3065	
1966	
7208	
10196	
9881	
7294	
4684	
2606	
-421	
-3965	
-6119	
-7461	
-8451	
-6562	
-1793	
1737	
2894	
4343	
6242	
6690	
6109	
5348	
3338	
301	
-1279	
-850	
-427	
-614	
-559	
-452	
-523	
79	
1338	
1662	
574	
-63	
918	
2425	
3701	
4992	
5699	
5282	
4826	
5140	
5048	
3451	
1198	
-438	
-1149	
-1070	
-447	
508	
1649	
2781	
4170	
6056	
7357	
7050	
5844	
4642	
3560	
2543	
1516	
515	
-347	
-588	
541	
2774	
4808	
5833	
6296	
6954	
7435	
7657	
7850	
3995	
-7062	
-17901	
-21983	
-24954	
-28935	
-27269	
-21678	
-18055	
-11644	
1899	
15098	
20282	
19530	
17999	
16031	
11478	
4958	
-1438	
-7533	
-13196	
-16056	
-14286	
-9867	
-6826	
-6316	
-5806	
-3787	
-1982	
-2113	
-3516	
-4554	
-4450	
-3051	
15	
4233	
7489	
8687	
9147	
10040	
10383	
8105	
2734	
-3542	
-8208	
-10758	
-11708	
-11228	
-9668	
-7607	
-4734	
-71	
5529	
9218	
9912	
8648	
6194	
3723	
1731	
-1307	
-5053	
-7077	
-7588	
-7442	
-5029	
-932	
1362	
2047	
4010	
6276	
6419	
5491	
4533	
2493	
326	
60	
560	
40	
-758	
-917	
-834	
-641	
-10	
492	
26	
-698	
-122	
1785	
3559	
4691	
5760	
6377	
6065	
5729	
5556	
4310	
1879	
-367	
-1520	
-1730	
-1353	
-488	
745	
2127	
3756	
5646	
6999	
7047	
6108	
4981	
3897	
2825	
1922	
1026	
41	
-281	
571	
2075	
3672	
4935	
5381	
5551	
6526	
7523	
7191	
6285	
3320	
-5497	
-15851	
-20246	
-22523	
-27011	
-27421	
-22340	
-17892	
-12212	
-550	
11956	
17938	
18337	
17771	
16604	
12648	
6494	
44	
-6215	
